model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,24.154545242065023,11.159973954112498,3
rf,24,12,24.787887862237454,18.99247500577768,3
rf,12,12,26.892534320130267,15.530061518890195,3
rf,6,24,25.022149826417607,7.244543185690151,3
rf,12,24,28.277851455780894,4.1433587435313015,3
rf,24,24,30.36142337043761,6.234473819211401,3
rf,6,36,30.165503083752945,14.060754199270084,2
rf,12,36,30.26570764068279,15.40410894699211,2
rf,24,36,31.399887841013133,15.184114423376103,2
