Кукуруза_preds,Пшеница 1-го класса_preds,Пшеница 3-го класса_preds,Пшеница 4-го класса_preds,Пшеница 5-го класса_preds,"Пшеница 12,5% FOB Ново, $ т_preds",Подсолнечник_preds,Соя_preds,"Рапс, руб. т_preds",Кукуруза_true,Пшеница 1-го класса_true,Пшеница 3-го класса_true,Пшеница 4-го класса_true,Пшеница 5-го класса_true,"Пшеница 12,5% FOB Ново, $ т_true",Подсолнечник_true,Соя_true,"Рапс, руб. т_true"
9.865852895368965,12.969822109875274,13.748971300870384,12.969822109875276,12.440119161776698,202.91454469667363,30.68208537923714,443.7008629543515,34.76052157544729,11.35294,14.924772727272725,15.821363636363634,14.924772727272726,14.315227272727272,233.5,35.30681818181818,510.58021323564327,40.0
9.398809987692628,12.355839366114276,13.098104153141959,12.35583936611428,11.851212202918274,193.30870524518133,29.22961588460085,422.6963595048856,33.11498162658352,12.07999,13.563636363636364,14.830227272727273,13.563636363636364,12.403181818181816,218.75,35.67272727272727,505.30476388599953,32.881818181818176
9.265729539022486,12.180889489620139,12.912644336451239,12.18088948962014,11.68340748728782,190.57159179575956,28.815745362537708,416.71128040999946,32.64609709563332,12.97882,12.983636363636364,14.319636363636365,12.983636363636364,12.784363636363636,219.0,35.53409090909091,451.3778904022806,34.04545454545455
9.732285746953304,12.794232409415862,13.56283322342469,12.794232409415866,12.27170075335207,200.16742111854697,30.266701256342483,437.6938953213555,34.28992224728856,13.445667156717985,13.412045454545456,14.725681818181815,13.412045454545456,13.279772727272729,216.25,34.88636363636363,417.82833814597234,34.98863636363636
9.655539076595234,12.693339899399152,13.455879696002263,12.693339899399154,12.174928813343504,198.5889447477911,30.02802469006165,434.2423372829488,34.019519442876415,13.31627,14.348181818181816,15.303863636363635,14.348181818181816,14.084090909090907,230.5,39.66363636363636,435.6750314507052,39.32727272727272
9.53650571239065,12.536856564887024,13.289995780475497,12.536856564887028,12.02483644417517,196.1407427365261,29.657839579637265,428.88900321461654,33.600127235379205,13.73288,15.52290909090909,16.22563636363636,15.52290909090909,15.332363636363636,227.4,42.93181818181818,432.18296009642825,40.954545454545446
9.939165467371346,13.066200094360996,13.851139097121113,13.066200094360997,12.532560954841951,204.42239073149418,30.91008214924821,446.9979779435815,35.018824964709914,14.084090909090907,15.901363636363635,16.480454545454545,15.901363636363634,15.492727272727272,235.0,40.34848484848485,389.2728454131963,40.18181818181818
10.137570875038254,13.327027300114791,14.127635238395456,13.327027300114795,12.782735667549842,208.50306610635064,31.52710854547554,455.9209419822953,35.71786999680525,9.88611,10.0363636363636,13.019090909090908,10.0363636363636,9.18340909090909,240.0,26.193181818181817,453.6259424998467,31.943181818181817
10.246580636262275,13.470333431506551,14.279550343402475,13.470333431506553,12.920189006232826,210.74510907018285,31.866120979222206,460.82348063136124,36.101945879260434,10.02863,9.886590909090907,12.859090909090908,9.886590909090907,9.172727272727272,222.25,26.21590909090909,445.31660894503375,32.86363636363636
9.922280492617341,13.04400281236098,13.827608335435249,13.044002812360983,12.511270236217715,204.07511138314388,30.857571105091875,446.2386033665664,34.95933385578481,10.22543,9.813272727272729,12.473999999999998,9.813272727272729,9.199272727272728,204.0,26.125,444.9280678967668,36.11363636363636
9.721053305745643,12.779466046500461,13.547179785912427,12.779466046500463,12.257537466246246,199.93639946054574,30.231769180646072,437.1887343474612,34.250346802663074,10.65453,9.975681818181815,12.296363636363637,9.975681818181815,9.50681818181818,210.75,27.125,448.4776715372043,38.704545454545446
9.909362814292205,13.027021007368909,13.809606365362338,13.027021007368912,12.49498198832243,203.8094288472616,30.81739806445599,445.6576515643233,34.91382078753946,10.397290000000002,11.48581818181818,13.165090909090909,11.48581818181818,10.626727272727273,234.8,29.745454545454542,464.7998639414948,39.64545454545454
