model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,11.109289515556723,2.189208996611268,3
rf,12,12,11.994285807815368,5.000353092594744,3
rf,24,12,13.386261109251265,5.638559840452208,3
rf,6,24,20.68716138114088,9.173767109088788,3
rf,24,24,21.72885937458737,7.887194993889702,3
rf,12,24,21.874492930312154,8.259279884315031,3
rf,24,36,22.40595887201735,8.183540177210427,2
rf,6,36,22.456919973209924,9.404446301628251,2
rf,12,36,22.563145172530984,9.170761200780932,2
