model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,17.095184478871357,9.454544146399416,3
rf,12,12,19.479051896576745,5.724093140106031,3
rf,24,12,20.375693617069484,6.942533565323528,3
rf,6,24,25.412542815940963,4.707116565019373,3
rf,12,24,30.64252115696367,8.177137331535954,3
rf,24,24,31.00979295780544,10.18082516525818,3
rf,6,36,39.37400574386386,7.783320413049626,2
rf,12,36,40.754727067627186,7.506362531500756,2
rf,24,36,44.84477590083071,1.7332039175031684,2
