model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,19.55550525771963,7.669969249785997,3
rf,24,12,21.24331730145146,9.660968967031382,3
rf,12,12,22.31377668530389,8.834766022350067,3
rf,6,24,27.384541038969303,10.507169188260093,3
rf,24,24,27.687929607321212,8.745279092174906,3
rf,12,24,29.955483802964896,7.6261147491909265,3
rf,24,36,28.073594172544922,9.757092467303211,2
rf,6,36,28.428224941525325,8.000464065253114,2
rf,12,36,28.492192819691137,7.756640370391415,2
