model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,24,12,16.30981778619327,8.92074909199989,3
rf,6,12,19.71551232219721,10.527333505981808,3
rf,12,12,23.921624293877617,9.768234924174102,3
rf,12,24,27.728763279332608,0.14653789662795266,3
rf,24,24,28.083162327188685,1.9711394757130336,3
rf,6,24,30.444668294495198,4.391509758582309,3
rf,24,36,26.01121730807107,7.775607295014698,2
rf,6,36,27.15484111918768,4.206568938888433,2
rf,12,36,29.11493548062426,3.2383711075911963,2
