model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,24,12,9.73889478455204,2.5400356358814546,3
rf,12,12,11.044385621688894,6.430230579682849,3
rf,6,12,11.488998626917871,4.1611857367428,3
rf,24,24,7.5703446220840975,2.132346067904517,3
rf,12,24,10.585615872377998,3.419508455112607,3
rf,6,24,10.973640997186365,4.499753688633321,3
rf,12,36,9.525608864010309,0.19777653914565171,2
rf,6,36,9.851580645222537,0.9597348058870981,2
rf,24,36,10.790589723115655,1.908480659193372,2
