model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,12.233325348641307,0.7291457687328922,3
rf,12,12,14.973730597847508,2.8484113947890997,3
rf,24,12,16.25987932654326,2.9818929181552885,3
rf,6,24,23.801265358354232,6.764408675418084,3
rf,12,24,26.06947721968822,7.224230912828627,3
rf,24,24,28.549141618836302,8.384613548338779,3
rf,6,36,23.741359486847173,1.0343700875019441,2
rf,24,36,23.8708956762217,2.0592329830992595,2
rf,12,36,26.77496835203408,2.450692366150054,2
