model,lags,horizon_months,mean_mape,std_mape,n_valid_folds
rf,6,12,12.177749955930262,3.6584325306058996,3
rf,12,12,12.596279436597788,3.7045574403570347,3
rf,24,12,12.704223218048403,3.909699134590921,3
rf,24,24,15.500747842713862,7.530359190811261,3
rf,12,24,15.693074779221439,8.760092223328908,3
rf,6,24,17.330759180645384,9.795776890134574,3
rf,24,36,19.456984385040656,8.444550485891474,2
rf,12,36,20.242678553561184,9.26194386275032,2
rf,6,36,20.513860889969045,10.267556020557913,2
