,USDRUB,Кукуруза,Молоко сырое,Мясо птицы бройлеров в живом весе ,Мясо крупного рогатого скота в живом весе ,Подсолнечник,Пшеница 1-го класса,Пшеница 3-го класса,Пшеница 5-го класса,Сахар (средняя цена по России),Свинина в живом весе,Соевое масло,Соевый шрот,Соя,Яйцо товарное,Подсолнечное масло наливом (мировые цены),Бутилированное подсолнечное масло (рафинированное),Подсолнечный шрот ,Колбасы сырокопченые,Баранина в живом весе,Баранина в убойном весе ,Какао-бобы (USD),Какао-бобы,"Подсолнечное масло (наливом) не бутилированное, нерафинированное ",Кокосовое масло (USD) ,Кокосовое масло ,Пальмовое масло (USD),Пальмовое масло ,Табак (USD),Табак,Пшеница 4-го класса,"Минтай б/г, Владивосток руб./кг","Сельдь н/р, Владивосток руб./кг","Огурцы тепличные, руб./кг","Томаты тепличные, руб./кг",Колбасы вареные,"Рапс, руб./т","Мука пшеничная, руб./т",Карбамид (FOB Южный),"Моноаммонийфосфат, MAP (FOB Балтика)",Апатитовый концетрат (FOB Morocco),Аммиак (FOB Черное море),Аммиачная селитра (FOB Черное море),Хлорид калия (CFR Ю-В Азия),Капролактам импортный контракт (Тайвань и Ю. Корея) CFR Азия,Метанол,"Бензол, CFR Япония","Этилен, CFR Китай","Пшеница 12,5% FOB Ново, руб/т","Минтай б/г, Китай C&F руб/т","Рапсовое масло EU, руб/т"
2019-02-01,65.8334,10.49453,25.03267,78.33865,96.42919,19.493863636363635,10.789357443636364,13.645454545454545,12.52151818181818,31.51877890909091,94.0744,573.762364889665,523.0144300889546,445.3390196797039,44.5857,653.0,49.86363636363636,12.59090909090909,458.717973483357,90.71613,158.7532275,148125.15,148125.15,39.40909090909091,46770.022361999996,46770.022362,34385.09961758282,34385.09961758282,314787.88821666647,314787.88821666647,12.806972727272727,97.27272727272728,51.81818181818181,149.24902,139.93482,216.50745,24.26136363636364,18.03582,240.83333333333331,398.3333333333333,90.0,271.875,185.0,306.8333333333333,1635.0,276.5,615.0,1151.6666666666667,15668.349199999999,90520.925,55635.507719697605
2019-03-01,65.1589,11.36664,25.0275,74.9,102.23401,19.53909090909091,10.581850545454545,13.29781818181818,12.252181818181816,30.839385239090905,94.1914,575.6556803305597,509.9421986447397,435.5785346563275,43.4999,648.25,48.43636363636363,12.527272727272726,458.855588875402,94.89412,166.06471,143414.7389,143414.7389,38.74545454545454,44214.223183999995,44214.223184,32102.1510106016,32102.1510106016,308296.62039583316,308296.6203958332,12.48090909090909,97.27272727272728,53.63636363636363,110.46089,140.41347,222.86585,24.33636363636364,18.22133,223.625,379.5,90.0,265.0,182.375,306.25,1745.0,282.0,615.0,1066.25,14693.33195,97738.35,52906.253572057096
2019-04-01,64.5456,11.2552,24.74713,72.03922999999999,102.50476,18.876363636363635,10.639994363636362,13.116590909090908,12.292954545454544,29.40299636181818,96.75107,569.3649141072359,470.9496429303821,419.0131402520783,44.0688,647.8,46.97272727272727,11.41931818181818,456.9742809610128,96.25782,168.451185,153360.34559999997,153360.34559999997,38.04545454545455,43157.12452799999,43157.12452799999,32480.733742244538,32480.73374224454,301545.2098400002,301545.2098400002,12.572272727272724,92.72727272727272,55.45454545454545,90.84324,149.91123000000002,222.32251,23.727272727272723,17.94744,229.75,372.5,90.0,245.625,172.5,303.75,1765.0,271.875,620.0,998.75,14290.39584,100045.68,52143.47884616639
2019-05-01,64.9145,10.55726,24.54243,72.36578,103.03662,18.865681818181816,10.618298909090909,12.900681818181818,12.326363636363636,26.917743245454545,99.01657,558.0767429044778,447.2666493478485,398.3386538516748,38.0898,660.5,46.090909090909086,10.81931818181818,459.1220600815295,103.83609,181.7131575,153912.2795,153912.2795,38.72727272727272,42919.519965,42919.519965,30655.45311375953,30655.45311375953,301821.5906125,301821.5906125,12.538181818181815,100.0,58.18181818181818,78.90327,114.75377,216.58563,23.63636363636364,17.90736,251.0,375.5,90.0,214.5,199.3,299.0,1750.0,264.5,610.0,958.75,12447.355375000001,103863.20000000001,53260.681803588
2019-06-01,64.0735,10.7273,24.257720000000003,72.92629,107.25574,18.897727272727277,10.466286090909088,12.72181818181818,11.941590909090907,24.45625621818182,97.10914,567.8847516736815,445.15637935694593,375.1018893784624,32.8897,670.0,46.07272727272727,11.461363636363636,458.7088502274562,109.52451,191.6678925,159158.574,159158.574,39.43181818181818,40725.1166,40725.1166,30429.03311375038,30429.03311375038,295147.10250833305,295147.10250833305,12.29931818181818,100.0,57.27272727272727,55.88879,72.56388000000001,217.1531,21.61212121212121,17.75435,259.875,342.5,82.5,202.25,212.5,300.0,1485.0,244.25,613.75,793.75,12526.36925,104439.805,54170.884190319994
2019-07-01,63.2298,11.59501,24.14231,74.5162,107.96786,18.778181818181817,8.569814090909091,9.9125,8.8125,24.60433249272727,99.73302,576.1811389853863,431.3271158967334,352.9693565088268,34.6022,688.8,46.76363636363636,12.62840909090909,459.44278438782015,106.44144,186.27252,156114.3762,156114.3762,39.55681818181818,41561.579838,41561.579838,29486.554528259465,29486.55452825946,287188.17085500003,287188.17085500003,9.31931818181818,93.63636363636364,53.63636363636363,48.04247,71.90125,212.455,21.670454545454543,17.83015,264.5,330.875,75.0,204.125,210.625,303.5,1473.0,215.625,680.0,811.25,12228.64332,106226.064,53584.48059699719
2019-08-01,65.8441,10.59712,24.36015,75.55568,108.51142,18.972181818181816,8.607708818181818,10.017045454545451,9.145681818181815,21.926250970909088,98.83936,562.4856841594559,425.9372448777422,336.46971337668,38.9879,705.6,48.345454545454544,13.636363636363637,455.26185504989104,99.48197,174.0934475,144641.5302181818,144641.5302181818,42.46363636363636,47360.344247999994,47360.344248,33490.988793645476,33490.98879364548,297778.2961475,297778.2961475,9.378863636363636,97.27272727272728,52.72727272727272,42.5845,52.161550000000005,225.69929,22.954545454545453,17.26417,241.75,315.0,75.0,213.3,188.9,295.0,1500.0,212.0,652.0,904.0,12536.71664,108642.765,57188.915837058594
2019-09-01,64.9339,10.96564,24.70649,78.08627,106.31607,17.855227272727273,8.914771818181816,10.420681818181816,9.684772727272726,20.52088332454545,94.16166,591.5106117003739,430.50772330855614,320.43074852762857,40.1874,696.2,49.1,12.28181818181818,456.9463239135756,108.63515,190.1115125,152393.36990999998,152393.36990999998,40.81818181818181,47014.09161699999,47014.09161699999,32920.692582324926,32920.692582324926,295049.3603991668,295049.3603991668,9.861363636363636,98.18181818181816,54.54545454545454,46.22173,42.76548,221.15138,23.943181818181817,16.92104,235.375,304.375,75.0,221.5,179.5,291.0,1425.0,213.5,715.0,865.0,12090.692179999998,107140.935,58430.702383744
2019-10-01,64.3204,9.53108,25.287470000000003,76.0442,106.9493,16.257272727272728,8.95917518181818,10.641590909090908,9.763863636363636,18.690331570909088,91.1974,574.5384894146405,416.946751235717,323.8404216165548,41.5342,673.25,48.781818181818174,9.93181818181818,454.7986761911818,104.36605,182.6405875,158605.71678260868,158605.71678260868,39.06818181818181,46279.814208,46279.814208,33681.0310484834,33681.0310484834,286026.38676,286026.38676,9.931136363636362,107.27272727272728,56.36363636363636,57.63989,66.0252,224.49637,23.659090909090907,16.71538,230.75,290.5,75.0,229.25,173.6,287.125,1455.0,203.75,680.0,746.25,13065.402852000001,106128.66,56503.28347727362
2019-11-01,63.8751,9.02404,25.79705,75.63001,107.85435,15.767454545454545,9.26889949090909,11.071636363636362,10.289636363636363,16.917016276363636,88.92436000000001,569.5774751322217,421.9883092871158,328.6242853773863,44.2606,677.5,47.89999999999999,9.15568181818182,456.1175923521363,109.20822,191.114385,167026.99899000002,167026.99899000002,38.74545454545454,53418.107379,53418.107379,39172.43136196959,39172.43136196959,275739.7577274998,275739.7577274998,10.417818181818182,104.54545454545452,52.72727272727272,49.57402,86.52738000000001,215.09131,23.36363636363636,16.70067,215.5,276.75,72.5,226.0,181.0,280.0,1375.0,207.0,652.0,796.25,13222.145700000001,104116.413,57821.29402630711
2019-12-01,62.8616,9.04954,26.21034,74.43368,109.00318,17.314242424242423,9.539311636363635,11.554545454545456,10.691363636363636,18.694964396363638,84.82556,588.5946269264542,439.8792768799259,336.4775180955488,47.4048,724.2,47.9727272727273,9.627272727272729,455.93514531519537,110.86076,194.00633,160446.75047619044,160446.75047619044,40.63636363636363,64828.539464,64828.539464,43097.61885240726,43097.61885240726,271338.4294733336,271338.4294733336,10.842727272727272,105.45454545454544,53.63636363636363,112.3824,103.98905,219.74463,23.3030303030303,16.902540000000002,207.5,257.8333333333333,72.5,217.625,184.0,269.0,1240.0,206.0,728.75,747.5,13439.810080000001,106864.72,58862.8379686672
2020-01-01,61.9451,8.94406,26.38253,74.04125,106.6182,18.33969696969697,11.143063333467255,11.825154545454543,11.0203,18.394084938181816,82.27098,598.7706709797723,425.5968004513087,352.70723347746383,44.2573,767.0,48.54224598930481,10.26060606060606,456.16311288785295,132.39078,231.683865,165231.17983333336,165231.17983333336,41.54545454545455,62175.535771999996,62175.535772,45018.110942224404,45018.1109422244,273799.40683666646,273799.40683666646,11.210609090909092,101.8181818181818,53.63636363636363,105.86091,120.5201,229.91399,23.454545454545453,16.91588,211.6,266.7,72.5,220.5,185.7,264.3,1305.0,233.2,732.0,805.0,13999.5926,99112.15999999999,59156.8529279616
2020-02-01,64.1043,9.28158,26.435740000000003,72.52983,107.52937,18.75363636363636,11.537672549554411,12.213936363636364,11.52151818181818,18.720786665454543,81.01464999999999,589.9476605809879,439.6244586060246,358.6130160322531,38.5966,701.25,48.16515151515151,11.005681818181818,456.07188026527535,130.9511,229.164425,184087.3061368421,184087.3061368421,40.25,54111.72171599999,54111.72171599999,41162.93243837393,41162.93243837393,284105.4497775,284105.4497775,11.607572727272723,95.45454545454544,51.81818181818181,137.15485,136.34885999999997,232.26379,24.36363636363636,17.09656,215.5,296.0,72.5,220.875,188.25,253.75,1375.0,246.25,663.75,732.5,14118.972075,84938.1975,58430.477254476595
2020-03-01,74.6179,9.51831,26.3598,71.04963000000001,109.73482,19.608181818181816,11.739090199053956,12.292954545454544,11.6125,22.944325905454544,86.01703,513.2207492499057,418.8003146698043,322.5523878075075,40.7422,633.1667,50.02424242424242,11.782954545454544,457.48570309409774,96.37921,168.66361750000002,183549.85883181816,183549.85883181816,42.125,62508.907188000005,62508.907188000005,41582.11510344084,41582.11510344084,327652.7952425,327652.7952425,11.820454545454544,93.63636363636364,50.90909090909091,91.98155,149.70927,227.0227,25.454545454545453,17.10949,227.625,300.25,72.5,222.5,189.75,250.0,1285.0,192.25,491.25,605.0,15688.413475000001,108195.955,61729.0765597506
2020-04-01,75.0226,10.08645,26.13664,75.09075999999999,111.22235,21.625,13.038376181541375,13.626545454545454,12.838545454545454,22.666373530909084,87.2537,571.0400478110474,468.6466599276872,373.5238084620804,47.5719,675.8,57.17199017199016,13.864999999999998,458.5379202112142,84.49039,147.8581825,174277.49979999996,174277.49979999996,47.14545454545454,62607.109926,62607.109926,38924.52895695627,38924.52895695627,325144.19726999995,325144.19726999995,13.120181818181818,84.54545454545453,50.90909090909091,68.11013,127.45464,215.21528,26.68181818181818,18.49129,216.75,295.375,73.5,218.16666666666663,174.7,248.375,935.0,151.25,343.75,393.75,17075.14376,86275.98999999999,57382.7377977714
2020-05-01,72.5482,10.4966,25.83626,73.12986,109.96821,24.38672727272727,13.921119754617822,14.461590909090908,13.333863636363636,23.280717379999995,86.79015,605.4908698943974,485.5705962004947,410.8867057913348,44.3865,697.4,58.089920948616594,15.276363636363635,458.9047505473832,97.11713,169.9549775,174913.71019999994,174913.71019999994,49.65909090909091,60384.043306,60384.043306,36175.71525602339,36175.71525602339,317857.24236499995,317857.24236499995,14.000227272727273,81.81818181818181,50.90909090909091,69.68097,104.14972,219.91602,27.709090909090907,19.3015,201.75,282.375,77.5,199.6,140.0,243.5,955.0,148.4,381.0,603.75,15815.507599999999,79803.01999999999,57780.532750337596
2020-06-01,69.3019,11.4491,25.33315,73.37288000000001,110.83027,25.60681818181818,14.15170501767732,14.717272727272729,13.702727272727271,24.042089144545454,88.32457000000001,652.2843595131656,485.35990552010304,429.2811596796047,38.8971,757.0,56.73636363636363,16.802954545454543,459.9143409985874,103.61715,181.3300125,166378.11146818183,166378.11146818183,50.68181818181818,63506.875122000005,63506.875122000005,39722.72527249786,39722.72527249786,304897.7516608331,304897.7516608331,14.227272727272728,74.54545454545453,51.81818181818181,60.08796,93.08508,214.538,28.136363636363637,19.31325,208.5,286.25,77.5,180.875,137.5,238.0,1060.0,152.5,430.0,813.75,13915.821520000001,81429.7325,58514.2790642098
2020-07-01,71.5962,11.83146,24.82215,74.56007000000001,121.08871,25.66590909090909,11.079812373480667,11.695154545454544,11.972363636363635,26.42029954909091,96.32147,650.364633369318,492.6620026304088,437.5549641918527,39.436,778.0,57.0,16.156363636363633,461.8459812307816,117.53228,205.68149,161276.94924545454,161276.94924545454,52.39999999999999,63599.62042199999,63599.62042199999,43709.81728020871,43709.81728020871,313692.18731499976,313692.18731499976,11.157881818181815,68.18181818181817,52.72727272727272,47.96728,66.20039,216.71566,26.727272727272723,19.21789,215.7,312.1,77.5,180.5,158.4,236.6,1110.0,168.4,427.0,818.75,14677.221,80545.72499999999,63757.2261394068
2020-08-01,73.8005,12.03217,24.80551,74.5368,114.54495,23.09090909090909,11.518617866475978,12.106590909090908,11.30840909090909,27.626881718181817,101.68803,681.8135624851026,507.3567498618819,436.065042673399,39.6311,793.0,57.845454545454544,14.747727272727271,461.33795065142766,118.6509,207.639075,184951.08161904765,184951.08161904765,55.29545454545455,72420.43065,72420.43065,49812.561322219306,49812.561322219306,321113.9705541664,321113.9705541664,11.599090909090908,68.1818181818182,47.27272727272727,41.45691,51.0048,216.82627,27.98863636363636,18.98614,245.25,319.75,77.5,179.5,165.5,235.0,1005.0,189.25,441.25,731.25,15018.401749999999,83025.5625,68508.138470135
2020-09-01,76.0856,11.29587,25.26914,73.55047,114.55322,29.620909090909088,12.271126163172076,12.899545454545454,11.792272727272726,33.077868756363635,101.91242,738.7014816804422,506.3077280421956,415.2022076570217,40.0561,910.1667,63.63636363636363,15.183636363636362,462.4912955280563,110.22491,192.8935925,200079.7661333333,200079.7661333333,65.68181818181817,78686.205808,78686.205808,53809.56459864273,53809.56459864273,320937.3034066664,320937.3034066664,12.354090909090909,65.5,48.2,42.85796,51.79931,215.58663,30.625,18.76946,238.5,332.0,77.5,191.66666666666663,166.5,235.0,1035.0,208.5,435.0,812.5,17134.47712,94346.144,71815.6294114416
2020-10-01,77.6324,11.44637,25.80616,73.97239,111.81438,30.942363636363638,14.302621330148057,15.020545454545452,13.967454545454544,39.44996268363636,101.10436,785.285993523791,541.8309412518015,434.33130778105294,44.4086,949.5,78.18181818181817,16.258181818181818,461.3350672892361,100.67629,176.1835075,188106.83394545456,188106.83394545456,69.72727272727272,86820.970864,86820.970864,56767.79537435941,56767.79537435941,329386.50996,329386.50996,14.387272727272729,65.5,45.4,48.36068,61.5926,213.01209,33.11818181818182,19.18897,235.125,334.875,79.9,204.4,170.5,236.25,1123.0,234.8,426.0,830.0,19272.243300000002,102862.93000000001,72403.13222995722
2020-11-01,76.7441,12.23778,26.322,73.4625,110.03226,37.97954545454545,15.731771762414532,16.33113636363636,15.323181818181816,37.685539141818175,96.40417,883.1001636963266,596.877390989251,510.5515366238991,48.87350000000001,1055.0,81.81818181818181,18.835227272727277,462.02706989017,105.15074,184.013795,201437.91368000003,201437.91368,78.27272727272727,105058.835695,105058.835695,64634.04874480985,64634.04874480985,324485.566415,324485.566415,15.815454545454545,81.81818181818181,49.99999999999999,62.65012,80.25562,212.94426,36.090909090909086,20.48188,234.0,340.625,82.25,207.125,169.5,235.0,1210.0,268.5,538.75,876.25,19454.62935,107441.74,80367.909588099
2020-12-01,74.0631,13.09144,27.12193,78.31363636363636,113.02009,36.26363636363636,14.866513342139918,15.493181818181816,14.746363636363636,34.83052932818181,96.45809,983.4979779527064,613.420423690315,552.6614222442508,55.4328,1131.75,90.9090909090909,20.58181818181818,461.4264346993128,104.69832,183.22206,197748.47700000004,197748.47700000004,78.33333336363636,108499.81742776575,108499.81742776577,67413.09560718882,67413.09560718882,311533.4691075,311533.4691075,14.947272727272724,70.0,56.36363636363636,105.9087,98.0826,210.9547,37.17045454545455,21.02049,239.0,362.875,83.0,215.25,167.5,235.0,1380.0,335.5,623.75,983.75,18937.934670000002,88875.72,81439.73017549531
2021-01-01,74.4007,13.41406,27.29634,78.83914,115.10153,39.36969696969696,14.44675430953783,15.025454545454544,14.026363636363635,34.753919710000005,97.72264,1008.0550317402927,615.4226880644777,561.6597530383287,57.4526,1259.33,86.36363636363636,20.58181818181818,462.8568566468807,85.62737,149.8478975,187783.45097368423,187783.45097368423,85.48484845454544,108853.432149,108853.432149,69650.67922747755,69650.67922747755,309313.47018,309313.47018,14.527881818181816,59.090909090909086,63.63636363636363,119.33192,130.97497,228.61647,38.0,21.18933,281.625,430.125,83.0,238.0,195.625,247.0,1560.0,394.625,629.8199999999999,988.75,21725.0044,81840.77,83650.921918839
2021-02-01,74.4129,14.64905,27.39095,80.99118,112.63008,45.09772727272727,13.50613191558716,14.226663636363636,13.39879090909091,38.16637641,100.61528,1127.920268956299,627.7931526779508,601.5269346627216,57.4895,1316.0,86.36363636363636,21.897727272727277,469.059138525949,96.38034,168.665595,191299.90002631576,191299.90002631576,91.02272727272728,107489.43405,107489.43405,72091.71792590395,72091.71792590395,311450.2320899997,311450.2320899997,13.587272727272726,63.63636363636363,59.090909090909086,147.9532,138.35130999999998,228.93482,44.54545454545455,21.06122,335.625,547.625,93.0,303.25,237.0,251.875,1560.0,407.625,659.75,898.75,21157.819857,93016.12499999999,91140.9329422575
2021-03-01,74.533,13.66343,27.39264,87.27662,115.90562,50.656818181818174,13.162819138774736,13.885681818181816,13.192954545454544,41.69985835454545,104.50234,1221.5455509030166,632.6666772375384,624.6470446891736,60.9902,1537.0,86.36363636363636,22.845454545454544,470.8415632523476,103.21575,180.6275625,192097.46552173913,192097.46552173916,103.97727272727272,114829.26645000001,114829.26645,74208.02895518471,74208.02895518472,313200.0881666669,313200.0881666669,13.244090909090907,63.63636363636363,59.090909090909086,91.86528,142.6709,228.8285,48.840909090909086,20.42771,345.0,578.0,93.0,399.75,255.625,268.75,1950.0,379.75,820.03,1120.0,20109.0034,100619.55,97004.92309899999
2021-04-01,76.059,14.20203,27.23729,92.42372,111.26317,55.53636363636363,13.563064259073462,14.074545454545454,13.383818181818182,40.85612901818182,106.58598,1347.0403956736934,644.4757598467219,661.9263275280315,67.5334,1505.0,86.36363636363636,23.20363636363636,488.6393743432863,107.59688,188.29454,182519.8688571429,182519.8688571429,107.27272727272728,126230.55876,126230.55876,78844.4695139912,78844.4695139912,320875.80772499996,320875.807725,13.646,71.81818181818181,63.63636363636363,90.86712,132.51217000000003,230.91816,50.00909090909091,20.03833,321.25,574.75,96.625,448.875,243.8,278.125,1975.0,380.0,827.5650000000002,1098.75,19128.838499999998,102679.65,99285.72210400499
2021-05-01,73.8982,13.90543,26.94476,92.73106,121.06676,54.93181818181818,14.033284060374768,14.527499999999998,13.90181818181818,40.67222567636363,111.95832,1430.100031960429,714.4349191922745,755.0313071963125,61.623000000000005,1515.0,86.36363636363636,24.509090909090908,489.2746055299326,97.33968,170.34444,179251.16883,179251.16883,108.22727272727272,126753.148568,126753.148568,81625.7301968005,81625.7301968005,308008.31341833307,308008.31341833307,14.113863636363636,64.54545454545455,65.45454545454545,80.49449,106.29332,231.53569,50.86363636363636,19.88622,333.125,598.0,107.5,436.25,216.25,285.0,2040.0,369.75,948.8,1095.625,19823.19215,96067.66,112819.47683484641
2021-06-01,72.6038,14.2128,26.74821,89.558,121.228,43.11363636363636,13.804240945823274,14.335227272727272,13.526136363636365,39.81328378181818,113.162,1261.516740045412,720.9114273758272,717.1550499861138,47.5,1183.75,86.36363636363636,25.102272727272723,496.27123238901066,111.049,194.33575,171229.46195454543,171229.46195454543,91.5909090909091,121297.71658400001,121297.716584,66855.41804060311,66855.41804060311,300504.7080733336,300504.7080733336,13.88340909090909,69.09090909090908,65.45454545454545,63.573440000000005,84.48689999999999,230.05473,46.77272727272727,19.76507,399.375,695.625,107.5,458.75,260.125,313.75,2045.0,366.25,976.375,928.75,18174.909254000002,90754.75000000001,117136.066768
2021-07-01,73.9715,13.842,26.633,89.714,123.762,35.0,12.11479504217489,12.97581818181818,11.868363636363636,37.64006154090909,114.977,1004.0722071706977,663.3390132440442,622.1683658263962,45.0,1166.25,86.36363636363636,22.50454545454545,495.77496115662166,113.959,199.42825,172427.5665,172427.5665,80.72727272727272,117177.513435,117177.513435,74672.26780443682,74672.26780443684,301664.4070083336,301664.4070083336,12.195454545454544,66.36363636363636,59.090909090909086,50.359,64.72,228.21345,42.68181818181818,20.23888,440.0,721.125,107.5,547.0,300.8,405.0,2045.0,395.4,995.25,986.25,18049.046000000002,92464.37500000001,109802.72132087502
2021-08-01,73.5972,12.64,26.72,90.926,125.613,33.78409090909091,14.612703183852124,14.946136363636365,14.448863636363637,39.34037966181818,119.961,1033.0185486305554,644.4168083469577,633.6703520835525,44.93,1266.25,86.36363636363636,18.69454545454545,494.98172121877104,112.642,197.1235,186220.98796363638,186220.9879636364,84.54545454545455,109927.721808,109927.721808,79354.09235908734,79354.09235908736,292419.46159000025,292419.46159000025,14.692954545454544,62.72727272727272,49.99999999999999,40.342,53.885,229.35532,45.89999999999999,19.80262,414.375,689.25,124.375,590.9789730202144,300.0,482.5,2070.0,459.5,1045.925,956.25,20717.6118,95676.36,109993.66489920001
2021-09-01,72.8903,12.532,27.067,93.498,125.521,36.006818181818176,15.23597399697432,15.512954545454544,15.231136363636365,41.31157148363637,123.787,1059.8117993752255,657.5884333281408,662.2654492124093,46.66,1256.25,86.36363636363636,17.857954545454543,505.7228245692184,122.854,214.9945,192610.88226666668,192610.88226666668,77.81818181818181,108242.0955,108242.0955,80565.86928041847,80565.86928041847,298064.83701749996,298064.8370175,15.315454545454545,61.81818181818181,49.090909090909086,45.901,69.148,230.03439,49.28409090909091,20.89824,428.75,661.0,130.0,590.9789730202144,307.5,537.5,2015.0,441.5,970.0650000000002,1105.0,21983.71448,98401.905,118518.3030187975
2021-10-01,71.2993,13.265,27.917,98.049,122.631,37.41454545454545,15.362072480809182,15.671090909090909,15.401090909090907,40.7319937390909,124.618,1112.0853793923516,737.7351530800441,674.2384185079976,55.79,1350.0,86.36363636363636,17.727272727272723,509.212312058746,93.021,162.78675,187703.89526190478,187703.89526190475,79.2181818181818,137098.571998,137098.571998,88287.06768994259,88287.06768994262,302433.536376331,302433.536376331,15.43981818181818,68.18181818181817,54.54545454545454,78.981,110.341,238.57275,51.46363636363636,21.76103,708.75,735.625,130.0,670.9789730202144,537.875,590.0,2125.0,506.7,980.875,1167.5,22174.082300000002,101601.5025,126727.9149853066
2021-11-01,72.9476,13.761,28.802,103.436,129.808,36.42227272727273,15.682502425386344,16.01159090909091,15.668636363636365,41.878554,117.831,1088.2655993667186,682.9310603526617,622.8007252029975,61.68,1378.0,86.36363636363636,18.10454545454545,512.2166646998926,117.451,205.53925,178916.1469333333,178916.1469333333,78.8409090909091,143026.900368,143026.900368,93285.86042135146,93285.86042135146,307959.23553999997,307959.23554,15.762045454545454,77.27272727272727,69.09090909090908,78.28,108.31,244.17396,52.99999999999999,22.41939,840.0,793.875,130.0,832.2289730202144,655.375,606.25,2185.0,424.0,988.05,1148.75,24236.840099999998,103950.32999999999,133622.47710141438
2021-12-01,73.8519,13.64191,29.63209,98.191,132.876,36.98363636363636,14.401263865000882,15.992363636363637,15.618909090909089,43.59343380818181,107.875,1092.173537973849,648.7184609886937,606.5579158485366,65.33,1336.25,84.54545454545453,17.551136363636363,519.3364763392211,107.87451,188.7803925,182655.18341052634,182655.18341052637,78.1818181818182,125231.40534900001,125231.405349,88982.80208484166,88982.80208484166,308859.72358499997,308859.723585,15.777272727272726,79.09090909090908,81.81818181818181,114.854,113.548,245.86278,52.29545454545455,22.55688,867.375,806.625,157.5,955.9789730202144,743.75,621.875,2045.0,408.7,926.97,1057.5,24592.6827,105238.9575,132844.5546733971
2022-01-01,76.6277,13.98214,30.64205,102.211,130.462,37.8960606060606,15.394016868334315,15.496363636363634,15.477572727272728,45.09812721272727,107.20612,1061.0135799851787,627.789436536143,596.2318950964049,61.4196,1357.5,85.0,16.966666666666665,536.2149118202458,107.91065,188.8436375,194649.68354,194649.68354,79.36363636363636,154492.171078,154492.171078,99081.29687578137,99081.29687578137,320656.27342000004,320656.27342000004,15.477572727272728,79.36363636363636,83.9090909090909,131.3166,133.11894,249.2852,53.31818181818181,22.49934,698.125,823.75,157.5,1058.1632056957226,758.125,625.0,2045.0,425.0,946.9,968.75,25338.22868759,91953.24,141819.8369915064
2022-02-01,78.4951,14.18037,31.68074,100.261,129.951,38.26590909090909,15.192286721551534,15.418181818181816,15.257572727272729,44.69127054545454,103.06097,1066.6560425717366,644.7999475589733,597.7501085475978,59.8744,1390.0,85.9090909090909,17.634090909090908,521.2008942892788,103.69926,181.473705,207111.3870105263,207111.3870105263,81.52272727272727,168598.840339,168598.840339,114455.62004712097,114455.62004712096,331213.999205,331213.999205,15.27787881818182,84.81818181818181,81.36363636363636,141.74639000000002,155.99058,249.00013,53.67045454545455,22.88103,553.75,846.5,157.5,1104.4132056957226,745.0,615.625,2095.0,420.0,1020.315,1186.6666666666667,24856.784283169996,109893.13999999998,135942.08808120483
2022-03-01,103.47,14.96648,32.271950000000004,99.526,131.399,44.41045454545454,16.14081130527813,15.87120909090909,15.677881818181817,58.57637236363637,107.29667,1054.3240464956905,630.3979194672148,510.02925749229024,63.3583,1595.0,110.9090909090909,22.19886363636364,542.5701309551393,120.0303,210.053025,265827.8811,265827.8811,108.0,230760.86339999997,230760.8634,171070.5643163411,171070.5643163411,440575.26,440575.26,16.253636363636364,103.63636363636364,84.36363636363636,108.71795,176.86171,272.12136,55.204545454545446,23.70306,672.5,1132.5,157.5,1202.4132056957226,746.25,698.125,2130.0,447.875,1077.19,1323.0,41129.325,144858.0,221796.139824
2022-04-01,77.89918636363637,14.8332,32.77615,105.233,142.321,42.27045454545454,16.770512240945642,17.06090909090909,16.717454545454544,60.912497454545445,113.93556,1390.7835774454638,731.4232071860242,669.6592291400405,62.9219,1852.0,110.0,22.17159090909091,598.7803965220917,123.36678,215.891865,203005.27966363638,203005.2796636364,101.95454545454544,163168.4147491364,163168.4147491364,125676.23444409891,125676.23444409893,332110.847023523,332110.847023523,16.855454545454545,95.45454545454544,87.09090909090908,102.48066,161.02051999999998,262.77856,56.07272727272726,25.16531,692.5,1168.875,240.0,1538.6839095615646,705.0,866.25,2165.0,398.8,1185.28,1301.875,29087.55618818182,112953.82022727275,169862.85010591356
2022-05-01,63.21797222222223,14.42917,33.03111,106.281,148.248,39.57340909090909,16.571066285829115,16.832272727272724,16.394772727272724,54.381632,109.093,1579.911287374047,795.587912384428,736.089584549081,51.4284,1890.0,100.9090909090909,14.804545454545456,574.1705222250338,122.41702,214.229785,155705.86558333336,155705.86558333336,91.3409090909091,114635.04556972224,114635.04556972224,99631.94535807623,99631.94535807623,270387.48172592616,270387.48172592616,16.64,81.81818181818181,82.9090909090909,84.22261999999999,131.12149,270.67964,47.88636363636363,25.36431,548.75,1049.5,240.0,1282.4339095615646,562.5,903.75,2200.0,377.875,1160.53,1141.875,25350.406861111114,94826.95833333334,135623.958910463
